175,173,175,133,53,133,154,134,154,153,155,155,33,154,154,154,154,135,153,33,134,153,175,135,175,173,175,11,153,153,175,155
175,175,155,174,11,135,173,154,134,134,174,175,31,133,153,173,153,133,135,11,155,135,134,154,155,135,135,33,135,134,154,134
154,133,134,175,53,134,153,174,173,154,174,133,53,155,134,155,154,153,154,13,135,134,174,175,134,134,155,31,135,153,134,173
153,173,173,173,51,133,174,135,175,135,155,153,51,153,135,154,134,173,133,53,174,154,155,174,134,175,174,11,174,154,173,135
133,174,155,133,33,155,174,134,135,155,135,135,13,153,155,135,135,134,135,51,173,135,155,155,134,175,134,51,173,155,133,134
174,155,154,135,33,175,133,173,175,135,173,134,31,155,173,135,174,134,135,31,153,175,175,155,134,133,175,11,135,133,174,154
175,134,175,154,33,155,154,175,134,133,174,153,51,173,173,154,135,133,173,33,175,133,174,135,133,175,134,11,153,135,155,134
175,153,174,174,31,133,155,155,173,154,155,154,33,174,153,155,174,155,155,53,153,135,175,133,155,155,175,31,155,153,174,133
135,134,135,174,51,155,133,134,155,134,134,174,53,173,134,134,173,135,173,33,134,155,175,153,173,134,175,33,154,153,135,133
134,154,153,134,53,175,154,153,153,133,155,153,53,153,175,133,133,173,134,33,174,175,134,174,173,174,154,31,133,175,135,133
154,174,154,153,31,155,133,173,154,155,174,175,31,134,173,135,154,135,155,33,155,153,174,155,173,135,173,51,173,153,173,133
134,133,134,174,13,154,174,134,155,155,154,155,33,153,133,155,153,133,135,33,173,153,134,155,175,154,153,51,134,153,153,135
175,175,175,133,31,135,155,133,134,135,134,134,13,175,173,133,153,135,153,51,153,135,133,175,134,155,153,51,174,153,135,154
173,155,135,133,33,134,175,153,154,153,173,135,33,135,173,134,175,153,155,31,133,153,155,155,173,135,154,53,134,134,133,174
134,134,134,154,13,173,133,154,153,135,135,153,13,174,155,134,173,134,134,11,153,134,174,174,134,175,133,13,175,174,135,174
134,135,173,174,11,174,173,155,175,174,154,154,33,155,135,133,174,133,173,13,134,175,155,135,174,154,155,51,134,155,155,175
155,155,133,153,11,174,195,122,123,193,133,135,51,175,195,122,123,193,174,13,153,134,195,122,123,193,154,53,154,133,173,154
134,133,155,153,31,154,141,142,143,144,133,154,33,175,141,142,143,144,154,13,175,173,141,142,143,144,175,51,174,174,155,134
175,153,133,134,33,133,161,162,163,164,174,175,13,153,161,162,163,164,153,13,134,135,161,162,163,164,173,31,174,134,154,135
173,155,174,133,11,154,181,182,183,184,133,173,51,134,181,182,183,184,133,51,175,173,181,182,183,184,175,13,175,135,135,134
155,155,175,174,11,133,201,202,203,204,135,175,13,174,201,202,203,204,134,51,133,135,201,202,203,204,173,51,154,173,135,174
135,133,134,153,11,135,221,222,223,224,155,175,33,135,221,222,223,224,134,51,133,135,221,222,223,224,154,53,173,155,154,155
155,154,134,153,51,173,241,242,243,244,134,155,33,153,241,242,243,244,135,11,155,133,241,242,243,244,154,31,154,175,173,133
174,153,133,173,11,174,115,121,121,113,134,174,53,173,115,121,121,113,153,11,134,134,115,121,121,113,153,33,154,134,155,174
173,154,155,174,13,133,153,154,153,153,153,154,51,154,154,174,154,174,174,13,155,135,154,155,175,154,134,51,153,174,173,134
154,153,155,134,33,154,154,134,155,174,155,174,33,154,154,134,134,154,134,33,175,134,133,173,174,154,174,53,133,153,154,154
154,155,154,174,11,133,175,134,175,133,135,174,31,134,134,134,174,134,135,13,174,135,134,173,173,134,155,53,134,153,175,153
155,133,175,134,51,174,153,175,134,133,135,153,31,133,153,173,135,135,174,13,133,154,133,155,155,174,155,33,175,175,155,134
173,133,153,134,53,173,175,133,155,134,135,154,53,175,174,173,134,174,174,51,175,134,154,135,133,174,135,51,154,173,135,154
135,153,133,153,53,173,155,175,174,134,173,135,13,134,133,135,175,173,174,31,133,134,153,173,133,173,135,11,135,154,175,155
153,155,174,175,51,174,154,175,175,134,155,174,11,155,174,133,173,175,154,51,135,134,134,175,135,135,133,51,134,135,133,133
174,175,133,174,51,154,135,155,154,154,173,134,31,153,154,174,154,175,153,13,173,154,134,154,173,174,174,11,175,134,134,155
